date,player_a,player_b,score_a,score_b
2024-06-14,Shaun Stone,Shaief Azim,6,8
2024-06-14,Aaron Kilpatrick,Matt Baker,8,7
2024-06-14,Mitch Adams,Chris Sherlock,8,6
2024-06-14,Trent Boes,Jack Couchman,3,8
2024-06-14,Conrad Grabish,Warren Hume,6,8
2024-06-14,Steven Savannah,Sean Miller,8,2
2024-06-14,Nathan Appleton,Marc Forde,8,5
2024-06-14,Rodney O'Brien,Jamie Stains,1,8
2024-06-14,Kent Beaumont,Dwaine Howser,8,2
2024-06-14,Tony Habib,Tushar Singh,3,8
2024-06-14,Peter Knight,Steven Pottinger,8,6
2024-06-14,Dylan Vonderwall,Alison White,8,3
2024-06-14,Steve Balacki,Tanarv Mahadea,5,8
2024-06-14,Steve Landsborough,Chester Fili,5,8
2024-06-14,Kyle Wilson,Jabbour Wannouch,5,8
2024-06-14,Phil Tunstall,Braydan Jenkins,8,3
2024-06-14,Mark Schreuder,Ash Balgobin,1,8
2024-06-14,Olan O'Mahony,Zoran Kulic,7,8
2024-06-14,Darren Chambers,Johnny Zhu,8,5
2024-06-14,Matty Verhulsdonk,Luke Yancic,8,7
2024-06-14,Fualaau Evagelia,Graeme Stoneman,3,8
2024-06-14,Geoff Taku,Justin Kennedy,8,7
2024-06-14,Sean Walpole,John McCarter Jnr,8,5
2024-06-14,George Zomaya,Barry Scarborough,8,0
2024-06-14,Robbie Neville,Trevor Parker,4,8
2024-06-14,Jared Stowe-Winder,Johnny Bonello,8,2
2024-06-14,Archie Aksakal,Steve Reid,8,3
2024-06-14,Adam Couchman,Logan Brann,7,8
2024-06-14,Dan Lynch,Chase Daley,6,8
2024-06-14,Jacob Roberts,Scott Fraser,2,8
2024-06-14,Bart Salta,Decoda Cook,8,4
2024-06-14,Dylan Moyes,Padraig Fanning,2,8
2024-06-14,Jimmy Wida,Peter Mulipola,5,8
2024-06-14,Anthony Hill,Robbie Sunderland,8,7
2024-06-14,Mick Taylor,Shannon Hinchcliffe,8,7
2024-06-14,Bruce McQuillan,Travis Henderson,1,8
2024-06-14,Frank Lidonnici,David Kelliher,8,7
2024-06-14,Alpy Onder,Albert Waqaicelua,8,0
2024-06-14,Ian Scown,Vince Barbuto,5,8
2024-06-14,Dale Gifford,Tony Jellett,3,8
2024-06-14,Stephen Hargreaves,Lorenzo Ernstzen,8,7
2024-06-14,Bronte Duncan,Jason Djatschenko,8,1
2024-06-14,Braedon Hale,Dinesh Patel,8,1
2024-06-14,Tony Begovic,Anthony Sparre,8,2
2024-06-14,Jackson Nguyen,Ben Hood,5,8
2024-06-14,John Luczo,Micky Lennon,3,8
2024-06-14,Ben Gorski,Scott Healy,7,8
2024-06-14,Dave Schneider,Elyce Harris,8,0
2024-06-14,Hal Pritchard,Shane Leonard,5,8
2024-06-14,James Stringer,Alex Alabakis,1,8
2024-06-14,Tony Wakefield,Jason Camilleri,8,5
2024-06-14,Kevin Malek,David Armstrong,8,5
2024-06-14,Chris Johnson,Scott Adams,8,3
2024-06-14,Darren Nicolich,Darren Murnane,8,7
2024-06-14,Rod Arthur,Dave Limareff,8,4
2024-06-14,Sandy Enriquez,David Andrews,8,2
2024-06-14,Luke Jowett,Akkie Yooiam,8,6
2024-06-14,Garry Elliott,Thomas O'Keefe,1,8
2024-06-14,Dick Peters,Murat Durmaz,8,5
2024-06-14,Anthony Jeffery,Quinton Sawyer,4,8
2024-06-14,Stan Iakovakis,Tony Kostov,8,3
2024-06-14,Andrew Luu,Dale Land,8,3
2024-06-14,Michael Tadd,Nicholas Edlinger,8,5
2024-06-14,Chris Fawkes,John Lay,1,8
2024-06-14,Shaief Azim,Aaron Kilpatrick,8,3
2024-06-14,Mitch Adams,Jack Couchman,2,8
2024-06-14,Warren Hume,Steven Savannah,3,8
2024-06-14,Nathan Appleton,Jamie Stains,3,8
2024-06-14,Kent Beaumont,Tushar Singh,7,8
2024-06-14,Peter Knight,Dylan Vonderwall,0,8
2024-06-14,Tanarv Mahadea,Chester Fili,8,5
2024-06-14,Jabbour Wannouch,Phil Tunstall,6,8
2024-06-14,Ash Balgobin,Zoran Kulic,8,4
2024-06-14,Darren Chambers,Matty Verhulsdonk,8,6
2024-06-14,Graeme Stoneman,Geoff Taku,8,2
2024-06-14,Sean Walpole,George Zomaya,8,6
2024-06-14,Trevor Parker,Jared Stowe-Winder,8,6
2024-06-14,Archie Aksakal,Logan Brann,2,8
2024-06-14,Chase Daley,Scott Fraser,8,7
2024-06-14,Bart Salta,Padraig Fanning,6,8
2024-06-14,Peter Mulipola,Anthony Hill,8,3
2024-06-14,Mick Taylor,Travis Henderson,8,5
2024-06-14,Frank Lidonnici,Alpy Onder,8,6
2024-06-14,Vince Barbuto,Tony Jellett,8,6
2024-06-14,Stephen Hargreaves,Bronte Duncan,6,8
2024-06-14,Braedon Hale,Tony Begovic,8,3
2024-06-14,Ben Hood,Micky Lennon,8,5
2024-06-14,Scott Healy,Dave Schneider,6,8
2024-06-14,Shane Leonard,Alex Alabakis,8,5
2024-06-14,Tony Wakefield,Kevin Malek,5,8
2024-06-14,Chris Johnson,Darren Nicolich,8,5
2024-06-14,Rod Arthur,Sandy Enriquez,8,5
2024-06-14,Luke Jowett,Thomas O'Keefe,3,8
2024-06-14,Dick Peters,Quinton Sawyer,8,5
2024-06-14,Stan Iakovakis,Andrew Luu,3,8
2024-06-14,Michael Tadd,John Lay,8,4
2024-06-14,Shaief Azim,Jack Couchman,8,3
2024-06-14,Steven Savannah,Jamie Stains,2,8
2024-06-14,Tushar Singh,Dylan Vonderwall,4,8
2024-06-14,Tanarv Mahadea,Phil Tunstall,8,6
2024-06-14,Ash Balgobin,Darren Chambers,2,8
2024-06-14,Graeme Stoneman,Sean Walpole,2,8
2024-06-14,Trevor Parker,Logan Brann,2,8
2024-06-14,Chase Daley,Padraig Fanning,8,4
2024-06-14,Peter Mulipola,Mick Taylor,8,6
2024-06-14,Frank Lidonnici,Vince Barbuto,4,8
2024-06-14,Bronte Duncan,Braedon Hale,8,7
2024-06-14,Ben Hood,Dave Schneider,5,8
2024-06-14,Shane Leonard,Kevin Malek,5,8
2024-06-14,Chris Johnson,Rod Arthur,6,8
2024-06-14,Thomas O'Keefe,Dick Peters,7,8
2024-06-14,Andrew Luu,Michael Tadd,5,8
2024-06-14,Shaief Azim,Jamie Stains,5,8
2024-06-14,Dylan Vonderwall,Tanarv Mahadea,8,6
2024-06-14,Darren Chambers,Sean Walpole,5,8
2024-06-14,Logan Brann,Chase Daley,5,8
2024-06-14,Peter Mulipola,Vince Barbuto,8,1
2024-06-14,Bronte Duncan,Dave Schneider,4,8
2024-06-14,Kevin Malek,Rod Arthur,3,8
2024-06-14,Dick Peters,Michael Tadd,1,8
2024-06-14,Shaun Stone,Matt Baker,6,3
2024-06-14,Chris Sherlock,Trent Boes,6,4
2024-06-14,Conrad Grabish,Sean Miller,6,5
2024-06-14,Marc Forde,Rodney O'Brien,6,5
2024-06-14,Dwaine Howser,Tony Habib,6,5
2024-06-14,Steven Pottinger,Alison White,0,6
2024-06-14,Steve Balacki,Steve Landsborough,2,6
2024-06-14,Kyle Wilson,Braydan Jenkins,6,2
2024-06-14,Mark Schreuder,Olan O'Mahony,4,6
2024-06-14,Johnny Zhu,Luke Yancic,3,6
2024-06-14,Fualaau Evagelia,Justin Kennedy,1,6
2024-06-14,John McCarter Jnr,Barry Scarborough,6,0
2024-06-14,Robbie Neville,Johnny Bonello,2,6
2024-06-14,Steve Reid,Adam Couchman,2,6
2024-06-14,Dan Lynch,Jacob Roberts,6,1
2024-06-14,Decoda Cook,Dylan Moyes,6,0
2024-06-14,Jimmy Wida,Robbie Sunderland,1,6
2024-06-14,Shannon Hinchcliffe,Bruce McQuillan,5,6
2024-06-14,David Kelliher,Albert Waqaicelua,6,0
2024-06-14,Ian Scown,Dale Gifford,6,3
2024-06-14,Lorenzo Ernstzen,Jason Djatschenko,6,1
2024-06-14,Dinesh Patel,Anthony Sparre,3,6
2024-06-14,Jackson Nguyen,John Luczo,2,6
2024-06-14,Ben Gorski,Elyce Harris,6,3
2024-06-14,Hal Pritchard,James Stringer,6,5
2024-06-14,Jason Camilleri,David Armstrong,2,6
2024-06-14,Scott Adams,Darren Murnane,6,1
2024-06-14,Dave Limareff,David Andrews,6,1
2024-06-14,Akkie Yooiam,Garry Elliott,6,1
2024-06-14,Murat Durmaz,Anthony Jeffery,3,6
2024-06-14,Tony Kostov,Dale Land,4,6
2024-06-14,Nicholas Edlinger,Chris Fawkes,6,2
2024-06-14,John Lay,Shaun Stone,6,3
2024-06-14,Stan Iakovakis,Chris Sherlock,6,5
2024-06-14,Quinton Sawyer,Conrad Grabish,6,1
2024-06-14,Luke Jowett,Marc Forde,5,6
2024-06-14,Sandy Enriquez,Dwaine Howser,5,6
2024-06-14,Darren Nicolich,Alison White,6,3
2024-06-14,Tony Wakefield,Steve Landsborough,6,5
2024-06-14,Alex Alabakis,Kyle Wilson,3,6
2024-06-14,Scott Healy,Olan O'Mahony,6,4
2024-06-14,Micky Lennon,Luke Yancic,1,6
2024-06-14,Tony Begovic,Justin Kennedy,2,6
2024-06-14,Stephen Hargreaves,John McCarter Jnr,6,0
2024-06-14,Tony Jellett,Johnny Bonello,6,2
2024-06-14,Alpy Onder,Adam Couchman,6,5
2024-06-14,Travis Henderson,Dan Lynch,6,4
2024-06-14,Anthony Hill,Decoda Cook,1,6
2024-06-14,Bart Salta,Robbie Sunderland,1,6
2024-06-14,Scott Fraser,Bruce McQuillan,4,6
2024-06-14,Archie Aksakal,David Kelliher,5,6
2024-06-14,Jared Stowe-Winder,Ian Scown,6,1
2024-06-14,George Zomaya,Lorenzo Ernstzen,5,6
2024-06-14,Geoff Taku,Anthony Sparre,5,6
2024-06-14,Matty Verhulsdonk,John Luczo,6,5
2024-06-14,Zoran Kulic,Ben Gorski,3,6
2024-06-14,Jabbour Wannouch,Hal Pritchard,1,6
2024-06-14,Chester Fili,David Armstrong,3,6
2024-06-14,Peter Knight,Scott Adams,1,6
2024-06-14,Kent Beaumont,Dave Limareff,5,6
2024-06-14,Nathan Appleton,Akkie Yooiam,6,3
2024-06-14,Warren Hume,Anthony Jeffery,5,6
2024-06-14,Mitch Adams,Dale Land,6,1
2024-06-14,Aaron Kilpatrick,Nicholas Edlinger,6,5
2024-06-14,John Lay,Stan Iakovakis,6,5
2024-06-14,Quinton Sawyer,Marc Forde,1,6
2024-06-14,Dwaine Howser,Darren Nicolich,3,6
2024-06-14,Tony Wakefield,Kyle Wilson,2,6
2024-06-14,Scott Healy,Luke Yancic,6,5
2024-06-14,Justin Kennedy,Stephen Hargreaves,2,6
2024-06-14,Tony Jellett,Alpy Onder,6,1
2024-06-14,Travis Henderson,Decoda Cook,5,6
2024-06-14,Robbie Sunderland,Bruce McQuillan,2,6
2024-06-14,David Kelliher,Jared Stowe-Winder,6,5
2024-06-14,Lorenzo Ernstzen,Anthony Sparre,6,3
2024-06-14,Matty Verhulsdonk,Ben Gorski,3,6
2024-06-14,Hal Pritchard,David Armstrong,4,6
2024-06-14,Scott Adams,Dave Limareff,6,4
2024-06-14,Nathan Appleton,Anthony Jeffery,6,4
2024-06-14,Mitch Adams,Aaron Kilpatrick,6,2
2024-06-14,Padraig Fanning,John Lay,6,3
2024-06-14,Trevor Parker,Marc Forde,6,5
2024-06-14,Graeme Stoneman,Darren Nicolich,0,6
2024-06-14,Ash Balgobin,Kyle Wilson,4,6
2024-06-14,Phil Tunstall,Scott Healy,4,6
2024-06-14,Tushar Singh,Stephen Hargreaves,5,6
2024-06-14,Steven Savannah,Tony Jellett,6,4
2024-06-14,Jack Couchman,Decoda Cook,1,6
2024-06-14,Andrew Luu,Bruce McQuillan,5,6
