date,player_a,player_b,score_a,score_b
2026-05-03,Jayrick Ngai,Annette Lindsay,3,1
2026-05-03,Steven Siu,Ruel Dancel,1,3
2026-05-03,Andrew Chaplin,Peter Barnes,0,3
2026-05-03,Peter Craig,Angelo Tsikouris,0,3
2026-05-03,Sean Robinson,Melanie Sanders,0,3
2026-05-03,Raymond Harris,Dan Lynch,0,3
2026-05-03,Daniel Graetz,Ross Scott,0,3
2026-05-03,Sandy Enriquez,Steve Kelly,3,1
2026-05-03,Gary Atkinson,Jason Kyranis,2,3
2026-05-03,Nikki Caulfield,Bruce Maycock,1,3
2026-05-03,John Hilton,Morgan Cunningham,3,2
2026-05-03,Ryder Stanton,Melina Melville,3,0
2026-05-03,Guy Hodgetts,Steven Greenland,3,0
2026-05-03,Falafelafoal Fata Lamese,Ana Cristina Sarmento,3,2
2026-05-03,Robbie Savage,Tim Olencewicz,0,3
2026-05-03,Edward Solon,Scot Evans,0,3
2026-05-03,Chris Beagley,Jayrick Ngai,4,0
2026-05-03,Ruel Dancel,Paul Cesar Llano,4,0
2026-05-03,Adam Grace,Peter Barnes,4,0
2026-05-03,Angelo Tsikouris,Dave Collingridge,2,4
2026-05-03,Trai Chan,Melanie Sanders,4,0
2026-05-03,Dan Lynch,Ricky Perkins,4,1
2026-05-03,Scott Coburn,Ross Scott,4,1
2026-05-03,Sandy Enriquez,Chris Davis,0,4
2026-05-03,Andy Barnett,Jason Kyranis,4,0
2026-05-03,Bruce Maycock,Jonny Pace,4,2
2026-05-03,JP Moneron,John Hilton,3,4
2026-05-03,Ryder Stanton,Matthew Diatschenko,4,3
2026-05-03,Travis Crawley,Guy Hodgetts,4,0
2026-05-03,Falafelafoal Fata Lamese,Jamie Buettner,3,4
2026-05-03,Dave Scanlon,Tim Olencewicz,4,3
2026-05-03,Scot Evans,Steve Hale,4,0
2026-05-03,Chris Beagley,Ruel Dancel,5,4
2026-05-03,Adam Grace,Dave Collingridge,5,0
2026-05-03,Trai Chan,Dan Lynch,5,1
2026-05-03,Scott Coburn,Chris Davis,5,4
2026-05-03,Andy Barnett,Bruce Maycock,5,1
2026-05-03,John Hilton,Ryder Stanton,1,5
2026-05-03,Travis Crawley,Jamie Buettner,5,0
2026-05-03,Dave Scanlon,Scot Evans,3,5
2026-05-03,Chris Beagley,Adam Grace,6,2
2026-05-03,Trai Chan,Scott Coburn,6,2
2026-05-03,Andy Barnett,Ryder Stanton,6,2
2026-05-03,Travis Crawley,Scot Evans,6,1
2026-05-03,Sean Robinson,Jayrick Ngai,0,3
2026-05-03,Raymond Harris,Paul Cesar Llano,0,3
2026-05-03,Daniel Graetz,Peter Barnes,1,3
2026-05-03,Steve Kelly,Angelo Tsikouris,1,3
2026-05-03,Melanie Sanders,Annette Lindsay,3,0
2026-05-03,Ricky Perkins,Steven Siu,3,2
2026-05-03,Ross Scott,Andrew Chaplin,0,3
2026-05-03,Sandy Enriquez,Peter Craig,3,1
2026-05-03,Steven Greenland,Jason Kyranis,1,3
2026-05-03,Ana Cristina Sarmento,Jonny Pace,2,3
2026-05-03,Robbie Savage,JP Moneron,2,3
2026-05-03,Edward Solon,Matthew Diatschenko,2,3
2026-05-03,Guy Hodgetts,Gary Atkinson,3,0
2026-05-03,Falafelafoal Fata Lamese,Nikki Caulfield,3,0
2026-05-03,Tim Olencewicz,Morgan Cunningham,3,1
2026-05-03,Steve Hale,Melina Melville,3,0
2026-05-03,Jayrick Ngai,Paul Cesar Llano,2,4
2026-05-03,Peter Barnes,Angelo Tsikouris,2,4
2026-05-03,Melanie Sanders,Ricky Perkins,4,1
2026-05-03,Andrew Chaplin,Sandy Enriquez,3,4
2026-05-03,Jason Kyranis,Jonny Pace,4,2
2026-05-03,JP Moneron,Matthew Diatschenko,4,3
2026-05-03,Guy Hodgetts,Falafelafoal Fata Lamese,0,4
2026-05-03,Tim Olencewicz,Steve Hale,3,4
2026-05-03,Paul Cesar Llano,Bruce Maycock,4,1
2026-05-03,Angelo Tsikouris,John Hilton,4,1
2026-05-03,Jamie Buettner,Melanie Sanders,4,2
2026-05-03,Dave Scanlon,Sandy Enriquez,4,3
2026-05-03,Jason Kyranis,Ruel Dancel,2,4
2026-05-03,JP Moneron,Dave Collingridge,2,4
2026-05-03,Dan Lynch,Falafelafoal Fata Lamese,4,0
2026-05-03,Chris Davis,Steve Hale,4,3
2026-05-03,Paul Cesar Llano,Angelo Tsikouris,4,0
2026-05-03,Jamie Buettner,Dave Scanlon,4,1
2026-05-03,Ruel Dancel,Dave Collingridge,3,4
2026-05-03,Dan Lynch,Chris Davis,0,4
2026-05-03,Paul Cesar Llano,Adam Grace,2,5
2026-05-03,Jamie Buettner,Scott Coburn,4,5
2026-05-03,Dave Collingridge,Ryder Stanton,5,2
2026-05-03,Chris Davis,Scot Evans,5,1
