date,player_a,player_b,score_a,score_b
2024-06-09,Dale Gifford,Danny Stone,3,8
2024-06-09,Jack Crawley,Nicholas Hore,8,4
2024-06-09,Dean Welsh,Dennis Bingley,8,6
2024-06-09,Bill Freeman,Mike Wood,2,8
2024-06-09,Phil Bush,Kyle Thomson,2,8
2024-06-09,Dean Killen,Steve Halliday,0,8
2024-06-09,Lesieli O'Connor,Eddie Edlinger,5,8
2024-06-09,Corey Power,Robert Sugden,8,5
2024-06-09,Glenn Bourne,Zac Pantelidis,5,8
2024-06-09,Gordon Pyne,Nathan Miller,2,8
2024-06-09,Steve Bean,Travis O'Mahony,7,8
2024-06-09,Shane Smith,Reece Henshaw,8,1
2024-06-09,Will Keogh,Ian Will,4,8
2024-06-09,Matt Barrett,Pat Wadsworth,8,5
2024-06-09,Alexander Gill,Michael Girvan,0,8
2024-06-09,Micky Lennon,Paul Blaszczyk,8,1
2024-06-09,Kyle Dryden,Alex Sumner,3,8
2024-06-09,Matt Sawyer,Tristan Earll,8,6
2024-06-09,Paul Pike,Kenny Nicol,8,3
2024-06-09,Brandy Sharp,Jay Dawson,8,5
2024-06-09,Troy Miller,Scott Hourigan,7,8
2024-06-09,Tavis Aitchison,Phil Morton,2,8
2024-06-09,Paul Carlile,Tyson Crinis,8,7
2024-06-09,Kate Harrison,Murray Jeffries,7,8
2024-06-09,Mayana Aspinall,Jamie Peterson,8,2
2024-06-09,Michelle Massey,Heath Newport,7,8
2024-06-09,Jayden Thompson,Tony Warren,8,3
2024-06-09,Michael Jones,Mick Sewell,3,8
2024-06-09,Jason Ahmad,Joel Minahan,7,8
2024-06-09,Jonathan Charles,Lissi Chapelli,8,4
2024-06-09,Jamie Walker,Sam Lyons,8,6
2024-06-09,Suzi Robertson,Paul Berger,8,7
2024-06-09,Trent Billington,Scott Gee,6,8
2024-06-09,Jason Davis,Danni Marlow,1,8
2024-06-09,Ron Farmer,Jason Tanaskovic,3,8
2024-06-09,Mick Norton,Chris Baker,8,3
2024-06-09,Matt Gander,Mike Ballam,0,8
2024-06-09,Phil Mowbray,Roy Deveson,7,8
2024-06-09,Andrew Platt,Joseph Rennie,6,8
2024-06-09,Tuan Dong,Paul Maycock,8,2
2024-06-09,Charles Huang,Christian Malinovic,8,6
2024-06-09,Anders Jones,Alexander Parker,5,8
2024-06-09,Tanarv Mahadea,Jason Yu,2,8
2024-06-09,Daniel Hinchcliffe,Peter Smith,5,8
2024-06-09,Wayne Kong-Gardiner,Steve Goodger,8,3
2024-06-09,Clive Hardisty,Liam Carey,8,1
2024-06-09,Warwick Howell,Sid Scott,2,8
2024-06-09,Brendon D'Aquino,Matthew Palko,3,8
2024-06-09,Justin Sajich,Ian Will,8,5
2024-06-09,Jamie Walker,Wayne Kong-Gardiner,4,8
2024-06-09,Michael Girvan,Corey Power,2,8
2024-06-09,Patrick Hood,Alex Sumner,8,2
2024-06-09,Matt Harmon,Jonathan Charles,8,4
2024-06-09,Charles Huang,Kyle Thomson,1,8
2024-06-09,Joseph Rennie,Suzi Robertson,8,1
2024-06-09,Rob Bowen,Matt Sawyer,8,0
2024-06-09,Temujin Dixon,Heath Newport,8,1
2024-06-09,Phil Morton,Clive Hardisty,8,6
2024-06-09,Alexander Parker,Jason Yu,0,8
2024-06-09,Alex Kingsbury,Dean Welsh,8,5
2024-06-09,Adam Bleumink,Mick Sewell,8,2
2024-06-09,Murray Jeffries,Tuan Dong,8,5
2024-06-09,Micky Lennon,Steve Halliday,4,8
2024-06-09,Steve Woods,Scott Gee,8,1
2024-06-09,Marc Robertson,Matthew Palko,8,1
2024-06-09,Paul Carlile,Mike Wood,8,3
2024-06-09,Brandy Sharp,Danny Stone,8,7
2024-06-09,Greg Segal,Jason Tanaskovic,8,4
2024-06-09,Alex Pace,Nathan Miller,8,6
2024-06-09,Zac Pantelidis,Jayden Thompson,7,8
2024-06-09,Joel Minahan,Eddie Edlinger,8,7
2024-06-09,Michael Cacciola,Mike Ballam,8,1
2024-06-09,Alec Evreniadis,Shane Smith,8,3
2024-06-09,Jack Crawley,Travis O'Mahony,8,7
