date,player_a,player_b,score_a,score_b
2024-08-09,Tayla Cluney,Jamie Buettner,2,8
2024-08-09,Paul Pike,Josh Johnstone,8,5
2024-08-09,Adam Bleumink,Shayden Brown,7,8
2024-08-09,Joe Watkins,Steve Halliday,6,8
2024-08-09,Colin Gamble,Ethan Brown,4,8
2024-08-09,Graeme Stoneman,Neal Kelly,5,8
2024-08-09,Terry Shiells,Phil Aird,8,0
2024-08-09,Chris Duckett,Max Rudd,8,3
2024-08-09,Shayne McCulloch,Aidan Stafford,6,8
2024-08-09,Jack Young,Nathan Gibson,1,8
2024-08-09,Padraig Fanning,Kylie Bellinger,8,0
2024-08-09,Alec Evreniadis,Adam Smith,8,1
2024-08-09,Steve Jamieson,Bronte Duncan,8,2
2024-08-09,Troy Rudling,Jack Crawley,8,2
2024-08-09,Adam Dunn,Jason Ahmad,2,8
2024-08-09,Mick Norton,Callan Bissett,6,8
2024-08-09,Jacob Dunn,Alex Pace,8,7
2024-08-09,Travis Crawley,Sam Thurgood,8,2
2024-08-09,Rob Bowen,Ryan Betts,8,3
2024-08-09,Peter Donati,Lachlan Inmon,8,2
2024-08-09,Phil Toohey,Scott Francombe,8,6
2024-08-10,Justin Sajich,Jamie Buettner,8,2
2024-08-10,Paul Pike,Shayden Brown,8,7
2024-08-10,Temujin Dixon,Steve Halliday,8,2
2024-08-10,Paull Clack,Ethan Brown,8,4
2024-08-10,Andy Barnett,Neal Kelly,8,1
2024-08-10,Terry Shiells,Chris Duckett,8,3
2024-08-10,John Wheeler,Aidan Stafford,8,1
2024-08-10,Nathan Gibson,Padraig Fanning,8,6
2024-08-10,Alec Evreniadis,David Rothall,6,8
2024-08-10,Steve Jamieson,Jeremy McGuire,5,8
2024-08-10,Troy Rudling,Jason Ahmad,8,6
2024-08-10,Callan Bissett,Jake McCartney,6,8
2024-08-10,Jacob Dunn,Scott Parker,2,8
2024-08-10,Travis Crawley,Michael Cacciola,4,8
2024-08-10,Rob Bowen,Peter Donati,6,8
2024-08-10,Phil Toohey,Kurt Dunham,0,8
2024-08-10,Justin Sajich,Paul Pike,8,0
2024-08-10,Temujin Dixon,Paull Clack,8,1
2024-08-10,Andy Barnett,Terry Shiells,8,5
2024-08-10,John Wheeler,Nathan Gibson,8,1
2024-08-10,David Rothall,Jeremy McGuire,8,4
2024-08-10,Troy Rudling,Jake McCartney,2,8
2024-08-10,Scott Parker,Michael Cacciola,8,6
2024-08-10,Peter Donati,Kurt Dunham,1,8
2024-08-10,Justin Sajich,Temujin Dixon,4,8
2024-08-10,Andy Barnett,John Wheeler,5,8
2024-08-10,David Rothall,Jake McCartney,4,8
2024-08-10,Scott Parker,Kurt Dunham,5,8
2024-08-11,Temujin Dixon,John Wheeler,8,6
2024-08-11,Jake McCartney,Kurt Dunham,8,7
2024-08-11,Temujin Dixon,Jake McCartney,8,7
2024-08-10,Phil Aird,Max Rudd,7,6
2024-08-10,Jack Young,Kylie Bellinger,1,7
2024-08-10,Josh Johnstone,Adam Bleumink,2,7
2024-08-10,Ryan Betts,Lachlan Inmon,7,6
