date,player_a,player_b,score_a,score_b
2024-01-20,John Wheeler,Pauline Prior,3,0
2024-01-20,Dwaine Howser,Brett Merritt,3,0
2024-01-20,Michael Graham,Brody Richards,0,3
2024-01-20,Jake McCartney,Sebastyan Thompson,3,1
2024-01-20,Julie Johnston,Jessie Richards,0,3
2024-01-20,Honni Campbell,Rod Mengede,3,2
2024-01-20,Jeff Hanley,Brett Gray,3,1
2024-01-20,Xavier Daw,Graham Moody,3,0
2024-01-20,Colin Williams,Brendan Schumann,0,3
2024-01-20,Mark Suhr,Clayton Moore,1,3
2024-01-20,Lucas Hodges,Peter Smith,3,1
2024-01-20,Jason Rose,Kyle Thomson,2,3
2024-01-20,Wayne Bishop,Zegan Mitchell,3,1
2024-01-20,Aidan Panzram,Nick Pilat,0,3
2024-01-20,Brian Griffin,John Scarborough,0,3
2024-01-20,Craig Stevens,Cameron Smith,3,0
2024-01-20,John Griinke,Dave Andrews,2,3
2024-01-20,Locky Inmon,Belinda Dinga,3,2
2024-01-20,DeWayne Anderson,Corey Bowman,3,0
2024-01-20,Sally Hall,Ben Middleton,0,3
2024-01-20,Christopher Sourris,Shawn Hafemeister,3,0
2024-01-20,Joe Ford,Peter Geffert,3,0
2024-01-20,Ben White,Luber Giraldo,1,3
2024-01-20,Ariel Lakshman,Helen Higgins,1,3
2024-01-20,Steve Tate,Angus Prior,3,2
2024-01-20,Jase Cattermoul,Chris Furner,3,0
2024-01-20,Lachlan Talbot,Ricky Towler,2,3
2024-01-20,Sean McConville,Mark McDonagh,0,3
2024-01-20,James Buchanan,Dene Heremaia,2,3
2024-01-20,Troy Hall,Brent Read,2,3
2024-01-20,Larry McCarthy,Ian Darcy,3,2
2024-01-20,Dale Smith,Emily Stevens,3,0
2024-01-20,Chris Davidson,Graeme Kent,3,2
2024-01-20,Callum Hensler,Guy Cassells,3,0
2024-01-20,BJ Bell,Michael Collins,3,2
2024-01-20,Cass Williams,Dan Moore,0,3
2024-01-20,Mike Stone,Sue McCord,2,3
2024-01-20,Jack Schuman,Jayden Dinga,1,3
2024-01-20,Neil Armstrong,Mick Gray,3,1
2024-01-20,Darron Wallace,Martin Dhalemy,1,3
2024-01-20,Brett Ringo,Blake Weaver,3,1
2024-01-20,Barry Scarborough,Ed Dinga,1,3
2024-01-20,Brett Broderick,Derek Stewart,3,1
2024-01-20,Lucas Dinga,Chris Sutton,1,3
2024-01-20,Matt Talty,Katie Alifrangis,3,1
2024-01-20,Andy Barnett,Jacqui Merritt,3,0
2024-01-20,Simon Davis,Thanh Bui,3,0
2024-01-20,Julius Yecyec,Vijay Randall,1,3
2024-01-20,Justin Thursby,Kim Lakshman,3,1
2024-01-20,Nieta Gray,Kieran Estreich,0,3
2024-01-20,Barry Hensler,Murdoch McLennan,0,3
2024-01-20,Shayne McCulloch,Josh Hands,0,3
2024-01-20,Al Vo,Brendan Beahan,3,1
2024-01-20,Kerrie Mengede,Jerry Iacano,0,3
2024-01-20,Devlen Brown,Andrew Talbot,3,2
2024-01-20,David Brown,Robin Saab,1,3
2024-01-20,Rob Hinckfuss,Tom Darcy,3,0
2024-01-20,Jayden Edwards,Dylan Leevard,3,2
2024-01-20,Bob Coombes,John Wheeler,0,3
2024-01-20,Dwaine Howser,Brody Richards,3,1
2024-01-20,Jake McCartney,Jessie Richards,3,1
2024-01-20,Honni Campbell,Jeff Hanley,0,3
2024-01-20,Xavier Daw,Brendan Schumann,3,1
2024-01-20,Clayton Moore,Lucas Hodges,1,3
2024-01-20,Kyle Thomson,Wayne Bishop,3,2
2024-01-20,Nick Pilat,John Scarborough,3,1
2024-01-20,Craig Stevens,Dave Andrews,3,0
2024-01-20,Locky Inmon,DeWayne Anderson,3,0
2024-01-20,Ben Middleton,Justin Sajich,0,3
2024-01-20,Christopher Sourris,Joe Ford,3,1
2024-01-20,Luber Giraldo,Helen Higgins,3,0
